GENE_NAME,UniProt_ID,PDB_ID,CHAIN,RESIDUE_RANGE
ACE2,Q9BYF1,8WDS,A/C,1-805
ACE2,Q9BYF1,8WDY,A,1-805
ACE2,Q9BYF1,8WDZ,A,1-805
ACE2,Q9BYF1,8WE0,A,1-805
ACE2,Q9BYF1,8WE1,A,1-805
ACE2,Q9BYF1,8WE4,A,1-805
ACE2,Q9BYF1,8WGV,D/E/F,1-614
ACE2,Q9BYF1,8WGW,B,1-615
ACE2,Q9BYF1,8WHS,D,19-615
ACE2,Q9BYF1,8WHU,D/E,19-615
ACE2,Q9BYF1,8WHZ,A,19-615
ACE2,Q9BYF1,8WLZ,D/G,19-615
ACE2,Q9BYF1,8WM3,B/D,1-805
ACE2,Q9BYF1,8WP8,A,18-615
ACE2,Q9BYF1,8WRH,A,1-805
ACE2,Q9BYF1,8WRL,A,19-612
ACE2,Q9BYF1,8WRM,D,19-612
ACE2,Q9BYF1,8WRO,D,19-612
ACE2,Q9BYF1,8WSR,A,1-805
ACE2,Q9BYF1,8WTD,A,1-805
ACE2,Q9BYF1,8WTJ,E,19-612
ACE2,Q9BYF1,8WYH,T/X/Z,19-615
ACE2,Q9BYF1,8XAL,I/J,1-615
ACE2,Q9BYF1,8XLM,D,19-617
ACE2,Q9BYF1,8XLN,D,19-617
ACE2,Q9BYF1,8XN2,A,19-615
ACE2,Q9BYF1,8XN3,A,19-615
ACE2,Q9BYF1,8XN5,A,19-615
ACE2,Q9BYF1,8XNF,A,19-615
ACE2,Q9BYF1,8XNK,A,19-615
ACE2,Q9BYF1,8XSF,A,1-805
ACE2,Q9BYF1,8XSJ,A,1-805
ACE2,Q9BYF1,8XUY,D/O,19-617
ACE2,Q9BYF1,8XUZ,L,19-617
ACE2,Q9BYF1,8XV0,A,19-617
ACE2,Q9BYF1,8XV1,D,19-617
ACE2,Q9BYF1,8XVM,D,19-617
ACE2,Q9BYF1,8XXW,A,19-599
ACE2,Q9BYF1,8XY9,A/C,19-615
ACE2,Q9BYF1,8XYE,A/B,19-614
ACE2,Q9BYF1,8XYG,A/C,19-613
ACE2,Q9BYF1,8XYO,A,19-615
ACE2,Q9BYF1,8Y16,A/E/F,19-615
ACE2,Q9BYF1,8Y18,A,19-615
ACE2,Q9BYF1,8Y6A,A,19-615
ACE2,Q9BYF1,8YZB,B,1-732
ACE2,Q9BYF1,8YZC,G/H/I,1-732
ACE2,Q9BYF1,8YZD,B,1-732
ACE2,Q9BYF1,8YZE,G/H/I,1-732
ACE2,Q9BYF1,8Z3W,D,1-615
ACE2,Q9BYF1,8Z4X,D/E,1-615
ACE2,Q9BYF1,8Z64,D,1-615
ACE2,Q9BYF1,8Z6A,D/E/F,1-615
ACE2,Q9BYF1,8Z7B,D,1-615
ACE2,Q9BYF1,8Z7P,D/E/F,1-615
ACE2,Q9BYF1,8ZBQ,D,19-615
ACE2,Q9BYF1,9FMM,A/B,19-740
ACE2,Q9BYF1,9IU1,A,19-617
ACE2,Q9BYF1,9IUP,A,19-612
ACE2,Q9BYF1,9IUQ,A,19-612
ACE2,Q9BYF1,9IUU,A,19-615
ACE2,Q9BYF1,9JJ6,A,19-615
ACER3,Q9NUN7,6G7O,A,2-244
ACER3,Q9NUN7,6YXH,A,2-244
ACHE,P22303,1B41,A,36-574
ACHE,P22303,1F8U,A,32-614
ACHE,P22303,1VZJ,A/B/C/D/E/F/G/H,575-614
ACHE,P22303,2X8B,A,32-614
ACHE,P22303,3LII,A/B,35-574
ACHE,P22303,4BDT,A,32-614
ACHE,P22303,4EY4,A/B,33-574
ACHE,P22303,4EY5,A/B,33-574
ACHE,P22303,4EY6,A/B,33-574
ACHE,P22303,4EY7,A/B,33-574
ACHE,P22303,4EY8,A,33-574
ACHE,P22303,4M0E,A/B,33-574
ACHE,P22303,4M0F,A/B,33-574
ACHE,P22303,4PQE,A,32-574
ACHE,P22303,5FOQ,A/B,32-576
ACHE,P22303,5FPQ,A/B,33-574
ACHE,P22303,5HF5,A/B,33-574
ACHE,P22303,5HF6,A/B,33-574
ACHE,P22303,5HF8,A/B,33-574
ACHE,P22303,5HF9,A/B,33-574
ACHE,P22303,5HFA,A/B,33-574
ACHE,P22303,5HQ3,A,"32-578, B=32-579"
ACHE,P22303,6CQT,A/B,33-574
ACHE,P22303,6CQU,A/B,33-574
ACHE,P22303,6CQV,A/B,33-574
ACHE,P22303,6CQW,A/B,33-574
ACHE,P22303,6CQX,A/B,33-574
ACHE,P22303,6CQY,A/B,33-574
ACHE,P22303,6CQZ,A/B,33-574
ACHE,P22303,6F25,A/B,36-574
ACHE,P22303,6NEA,A/B,33-574
ACHE,P22303,6NTG,A/B,33-574
ACHE,P22303,6NTH,A/B,33-574
ACHE,P22303,6NTK,A/B,33-574
ACHE,P22303,6NTL,A/B,33-574
ACHE,P22303,6NTM,A/B,33-574
ACHE,P22303,6NTN,A/B,33-574
ACHE,P22303,6NTO,A/B,33-574
ACHE,P22303,6O4W,A/B,32-578
ACHE,P22303,6O4X,A/B,32-578
ACHE,P22303,6O50,A/B,32-578
ACHE,P22303,6O52,A/B,32-578
ACHE,P22303,6O5R,A/B,32-578
ACHE,P22303,6O5S,A/B,32-578
ACHE,P22303,6O5V,A/B,32-578
ACHE,P22303,6O66,A/B,32-578
ACHE,P22303,6O69,A,33-574
ACHE,P22303,6U34,A/B,35-578
ACHE,P22303,6U37,A/B,32-578
ACHE,P22303,6U3P,A/B,32-578
ACHE,P22303,6WUV,A/B,33-574
ACHE,P22303,6WUY,A/B,33-574
ACHE,P22303,6WUZ,A/B,33-574
ACHE,P22303,6WV1,A/B,33-574
ACHE,P22303,6WVC,A/B,33-574
ACHE,P22303,6WVO,A/B,33-574
ACHE,P22303,6WVP,A/B,33-574
ACHE,P22303,6WVQ,A/B,33-574
ACHE,P22303,6ZWE,A/B,33-574
ACHE,P22303,7D9O,A/B,32-574
ACHE,P22303,7D9P,A/B,32-574
ACHE,P22303,7D9Q,A/B,32-574
ACHE,P22303,7E3D,A/B,35-574
ACHE,P22303,7E3H,A/B,35-574
ACHE,P22303,7RB5,A,32-578
ACHE,P22303,7RB6,A/B,32-578
ACHE,P22303,7RB7,A/B,32-578
ACHE,P22303,7XN1,A/B,35-574
ACHE,P22303,8AEN,A/B,32-574
ACHE,P22303,8AEV,A/B,32-574
ACHE,P22303,8DT2,A/B,32-578
ACHE,P22303,8DT4,A/B,32-578
ACHE,P22303,8DT5,A/B,32-578
ACHE,P22303,8DT7,A/B,32-578
ACLY,P53396,3MWD,A,"1-425, B=487-820"
ACLY,P53396,3MWE,A,"1-425, B=487-821"
ACLY,P53396,3PFF,A,1-817
ACLY,P53396,5TDE,A,"1-425, B=487-810"
ACLY,P53396,5TDF,A,"1-425, B=487-810"
ACLY,P53396,5TDM,A,"1-425, B=487-810"
ACLY,P53396,5TDZ,A,"1-425, B=487-810"
ACLY,P53396,5TE1,A/B,1-817
ACLY,P53396,5TEQ,A/B,1-817
ACLY,P53396,5TES,A,"1-425, B=487-810"
ACLY,P53396,5TET,A,"1-425, B=487-810"
ACLY,P53396,6HXH,A/B/C/D/E/F/G/H,"1-424, A/B/C/D/E/F/G/H=488-1101"
ACLY,P53396,6HXK,A/B/C/D,836-1101
ACLY,P53396,6HXL,A/B/C/D/E/F/G/H,836-1101
ACLY,P53396,6HXM,A/B,836-1101
ACLY,P53396,6O0H,A/B/C/D,1-1101
ACLY,P53396,6POE,A/B/C/D,1-1101
ACLY,P53396,6POF,A/B/C/D,1-1101
ACLY,P53396,6QFB,A/B/C/D,1-1101
ACLY,P53396,6UI9,A/B/C/D,1-1101
ACLY,P53396,6UIA,A/B/C/D,1-1101
ACLY,P53396,6UUW,A/B/C/D,1-1101
ACLY,P53396,6UUZ,A/B/C/D,1-1100
ACLY,P53396,6UV5,A/B/C/D,1-1100
ACLY,P53396,6Z2H,A/B/C/D,836-1101
ACLY,P53396,7LIW,A/B/C/D,1-1101
ACLY,P53396,7LJ9,A/B/C/D,1-1101
ACLY,P53396,7LLA,A/B/C/D,1-1101
ACLY,P53396,7RIG,A/B/C/D,1-1101
ACLY,P53396,7RKZ,A/B/C/D,1-1101
ACLY,P53396,7RMP,A/B/C/D,1-1101
ACLY,P53396,8G1E,A/B/C/D,1-1101
ACLY,P53396,8G1F,A/B/C/D,1-1101
ACLY,P53396,8G5C,A/B/C/D,1-1101
ACLY,P53396,8G5D,A/B/C/D,1-1101
ACMSD,Q8TDX5,2WM1,A,1-336
ACMSD,Q8TDX5,4IGM,A/B/C/D/E/F,1-332
ACMSD,Q8TDX5,4IGN,A/B/C/D/E/F,1-332
ACMSD,Q8TDX5,4IH3,A/B/C/D/E/F,1-332
ACMSD,Q8TDX5,4OFC,A/B/C/D/E/F,1-335
ACMSD,Q8TDX5,7PWY,A/B/C/D,1-336
ACO1,P21399,2B3X,A,2-889
ACO1,P21399,2B3Y,A/B,2-889
ACOT13,Q9NPJ3,2F0X,A/B/C/D/E/F/G/H,1-140
ACOT13,Q9NPJ3,2H4U,A/B/C/D,19-140
ACOT13,Q9NPJ3,3F5O,A/B/C/D/E/F/G/H,1-140
ACP5,P13686,1WAR,A,22-325
ACP5,P13686,2BQ8,X,22-325
ACPP,P15309,1CVI,A/B/C/D,33-374
ACPP,P15309,1ND5,A/B/C/D,33-386
ACPP,P15309,1ND6,A/B/C/D,33-386
ACPP,P15309,2HPA,A/B/C/D,33-374
ACPP,P15309,2L3H,A,248-286
ACPP,P15309,2L77,A,248-286
ACPP,P15309,2L79,A,248-286
ACPP,P15309,2MG0,A,262-270
ACPP,P15309,3PPD,A,260-265
ACPP,P15309,7ZZV,A,85-120
ACPP,P15309,8XJ4,A/B,31-377
ACSM2A,Q08AH3,2VZE,A/B/C,32-577
ACSM2A,Q08AH3,2WD9,A/B/C,32-576
ACSM2A,Q08AH3,3B7W,A,32-577
ACSM2A,Q08AH3,3C5E,A,32-577
ACSM2A,Q08AH3,3DAY,A,32-577
ACSM2A,Q08AH3,3EQ6,A/B,32-577
ACSM2A,Q08AH3,3GPC,A/B,32-577
ACSS1,Q9NUB1,3GLR,B,638-649
ACSS1,Q9NUB1,3GLT,B,638-649
ACSS1,Q9NUB1,3GLU,B,638-649
ACSS1,Q9NUB1,4BVE,B,638-647
ACSS1,Q9NUB1,4BVF,B,638-647
ACSS1,Q9NUB1,4BVG,B,638-647
ACSS1,Q9NUB1,4C78,C,638-647
ACSS1,Q9NUB1,5Y4H,B,638-649
ACSS1,Q9NUB1,5YTK,G/J/K/L,638-645
ACTN1,P12814,2EYI,A,30-253
ACTN1,P12814,2EYN,A,30-253
ACTN1,P12814,2N8Y,A,743-892
ACTN1,P12814,2N8Z,A,743-892
ACTN2,P35609,1H8B,A,822-894
ACTN2,P35609,1HCI,A/B,274-746
ACTN2,P35609,1QUU,A,391-637
ACTN2,P35609,4D1E,A,19-894
ACTN2,P35609,5A36,A/B,19-266
ACTN2,P35609,5A37,A/B,19-266
ACTN2,P35609,5A38,A/B,19-266
ACTN2,P35609,5A4B,A/B,19-266
ACTN2,P35609,6SWT,A,19-270
ACTN2,P35609,6TS3,A/B,825-894
ACTN2,P35609,7A8T,A,274-746
ACTN2,P35609,7A8U,A,274-746
ACTN2,P35609,7B55,A,825-894
ACTN2,P35609,7B56,A,825-894
ACTN2,P35609,7B57,A,825-894
ACTN3,Q08043,1TJT,A,26-273
ACTN3,Q08043,1WKU,A/B,26-273
ACTN3,Q08043,3LUE,K/L/M/N/O/P/Q/R/S/T,42-150
ACY1,Q03154,1Q7L,A/C,"1-198, B/D=321-408"
ADA,P00813,3IAR,A,5-363
ADA,P00813,7RTG,A/B,1-363
ADA2,Q9NZK5,3LGD,A/B,29-511
ADA2,Q9NZK5,3LGG,A/B,29-511
ADAL,Q6DHV7,8QCH,A/B/C/D/E/F/G/H,1-355
ADAM10,O14672,6BDZ,A,220-654
ADAM10,O14672,6BE6,A/B/C/D,214-654
ADAM10,O14672,8ESV,A,214-748
ADAM17,P78536,1BKC,A/C/E/I,219-474
ADAM17,P78536,1ZXC,A/B,215-477
ADAM17,P78536,2A8H,A/B,215-477
ADAM17,P78536,2DDF,A/B,218-474
ADAM17,P78536,2FV5,A/B,216-475
ADAM17,P78536,2FV9,A/B,218-475
ADAM17,P78536,2I47,A/B/C/D,212-492
ADAM17,P78536,2M2F,A,581-642
ADAM17,P78536,2OI0,A,216-477
ADAM17,P78536,3B92,A,216-474
ADAM17,P78536,3CKI,A,219-474
ADAM17,P78536,3E8R,A/B,215-477
ADAM17,P78536,3EDZ,A/B,215-477
ADAM17,P78536,3EWJ,A/B,215-477
ADAM17,P78536,3G42,A/B/C/D,212-492
ADAM17,P78536,3KMC,A/B,215-476
ADAM17,P78536,3KME,A/B,215-476
ADAM17,P78536,3L0T,A/B,215-476
ADAM17,P78536,3L0V,A/B,215-476
ADAM17,P78536,3LE9,A/B,215-476
ADAM17,P78536,3LEA,A/B,215-476
ADAM17,P78536,3LGP,A/B,215-476
ADAM17,P78536,3O64,A/B,215-476
ADAM17,P78536,8CQY,B,813-824
ADAM17,P78536,8SNL,A,1-824
ADAM17,P78536,8SNN,A,215-824
ADAM17,P78536,8SNO,A,215-824
ADAM17,P78536,9E6K,C,530-644
ADAM33,Q9BZ11,1R54,A,204-409
ADAM33,Q9BZ11,1R55,A,204-409
ADAMTS1,Q9UHI8,2JIH,A/B,253-548
ADAMTS1,Q9UHI8,2V4B,A/B,253-548
ADAMTS1,Q9UHI8,3Q2G,A/B,256-548
ADAMTS1,Q9UHI8,3Q2H,A/B,256-548
ADAMTS13,Q76LX8,3GHM,A,287-685
ADAMTS13,Q76LX8,3GHN,A,287-685
ADAMTS13,Q76LX8,3VN4,A,287-685
ADAMTS13,Q76LX8,6QIG,A,79-682
ADAMTS13,Q76LX8,7B01,A,1185-1427
ADAMTS5,Q9UNA0,2RJQ,A,262-628
ADAMTS5,Q9UNA0,3B8Z,A/B,264-480
ADAMTS5,Q9UNA0,3HY7,A/B,262-480
ADAMTS5,Q9UNA0,3HY9,A/B,262-480
ADAMTS5,Q9UNA0,3HYG,A/B,262-480
ADAMTS5,Q9UNA0,3LJT,A,264-480
ADAMTS5,Q9UNA0,6YJM,A/B,264-481
ADARB1,P78563,1ZY7,A/B,299-741
ADARB1,P78563,5ED1,A/D,299-741
ADARB1,P78563,5ED2,A/D,299-741
ADARB1,P78563,5HP2,A/D,299-741
ADARB1,P78563,5HP3,A/D,299-741
ADARB1,P78563,6D06,A/D,299-741
ADARB1,P78563,6VFF,A/B,215-741
ADARB1,P78563,7KFN,A/D,299-741
ADARB1,P78563,8E0F,A/B,215-741
ADARB1,P78563,8E4X,A/B,215-741
ADARB1,P78563,9D5J,A/B,215-741
ADARB1,P78563,9D5K,A/B,215-741
ADCY10,Q96PN6,4CLF,A,1-469
ADCY10,Q96PN6,4CLK,A,1-469
ADCY10,Q96PN6,4CLL,A,1-469
ADCY10,Q96PN6,4CLP,A,1-469
ADCY10,Q96PN6,4CLS,A,1-469
ADCY10,Q96PN6,4CLT,A,1-469
ADCY10,Q96PN6,4CLU,A,1-469
ADCY10,Q96PN6,4CLW,A,1-469
ADCY10,Q96PN6,4CLY,A,1-469
ADCY10,Q96PN6,4CLZ,A,1-469
ADCY10,Q96PN6,4CM0,A,1-469
ADCY10,Q96PN6,4CM2,A,1-469
ADCY10,Q96PN6,4OYA,A,1-469
ADCY10,Q96PN6,4OYB,A,1-469
ADCY10,Q96PN6,4OYI,A,1-469
ADCY10,Q96PN6,4OYM,A,1-469
ADCY10,Q96PN6,4OYO,A,1-469
ADCY10,Q96PN6,4OYP,A,1-469
ADCY10,Q96PN6,4OYW,A,1-469
ADCY10,Q96PN6,4OYX,A,1-469
ADCY10,Q96PN6,4OYZ,A,1-469
ADCY10,Q96PN6,4OZ2,A,1-469
ADCY10,Q96PN6,4OZ3,A,1-469
ADCY10,Q96PN6,4UST,A,1-469
ADCY10,Q96PN6,4USU,A,1-469
ADCY10,Q96PN6,4USV,A,1-469
ADCY10,Q96PN6,4USW,A,1-469
ADCY10,Q96PN6,5D0R,A,1-469
ADCY10,Q96PN6,5IV3,A,1-469
ADCY10,Q96PN6,5IV4,A,1-469
ADCY10,Q96PN6,7OVD,A,1-469
ADCY10,Q96PN6,8B75,A,1-469
ADCY10,Q96PN6,8CNH,A,1-469
ADCY10,Q96PN6,8CO7,A,1-469
ADCY10,Q96PN6,8COJ,A,1-469
ADCY10,Q96PN6,8COT,A,1-469
ADCY10,Q96PN6,8IL7,A,1-469
ADCY5,O95622,8SL3,A,1-1261
ADCY5,O95622,8SL4,A/B,1-1261
ADH1A,P07327,1HSO,A/B,2-375
ADH1A,P07327,1U3T,A/B,2-375
ADH1B,P00325,1DEH,A/B,2-375
ADH1B,P00325,1HDX,A/B,2-375
ADH1B,P00325,1HDY,A/B,2-375
ADH1B,P00325,1HDZ,A/B,2-375
ADH1B,P00325,1HSZ,A/B,2-375
ADH1B,P00325,1HTB,A/B,2-375
ADH1B,P00325,1U3U,A/B,2-375
ADH1B,P00325,1U3V,A/B,2-375
ADH1B,P00325,3HUD,A/B,2-375
ADH4,P08319,3COS,A/B/C/D,1-380
ADH5,P11766,1M6H,A/B,2-374
ADH5,P11766,1M6W,A/B,2-374
ADH5,P11766,1MA0,A/B,2-374
ADH5,P11766,1MC5,A/B,1-374
ADH5,P11766,1MP0,A/B,2-374
ADH5,P11766,1TEH,A/B,2-374
ADH5,P11766,2FZE,A/B,2-374
ADH5,P11766,2FZW,A/B,2-374
ADH5,P11766,3QJ5,A/B,2-374
ADH5,P11766,8GV3,A/B,1-374
ADH7,P40394,1AGN,A/B/C/D,14-386
ADH7,P40394,1D1S,A/B/C/D,14-386
ADH7,P40394,1D1T,A/B/C/D,14-386
ADI1,Q9BV57,4QGN,A,1-179
ADI1,Q9BV57,7JXG,A,1-179
ADK,P55263,1BX4,A,22-362
ADK,P55263,2I6A,A/B/C/D,22-362
ADK,P55263,2I6B,A/B,22-362
ADK,P55263,4O1L,A/B,17-362
ADPRH,P54922,3HFW,A,1-357
ADPRH,P54922,6G28,A,1-357
ADPRH,P54922,6G2A,A,1-357
ADPRH,P54922,6IUX,A,2-357
ADPRHL2,Q9NX46,2FOZ,A,19-363
ADPRHL2,Q9NX46,2FP0,A/B,19-363
ADPRHL2,Q9NX46,2G4K,A,18-363
ADPRHL2,Q9NX46,5ZQY,A,19-363
ADPRHL2,Q9NX46,6D36,A/B/C/D,1-363
ADPRHL2,Q9NX46,6D3A,A/B/C/D,1-363
ADPRHL2,Q9NX46,7AKR,AAA/BBB/CCC/DDD,19-363
ADPRHL2,Q9NX46,7AKS,AAA/CCC/EEE/GGG,19-363
ADPRHL2,Q9NX46,7ARW,A/B,19-363
ADPRHL2,Q9NX46,7L9F,A/B/C/D,1-363
ADPRHL2,Q9NX46,7L9H,A/B/C/D,1-363
ADPRHL2,Q9NX46,7L9I,A/B/C/D,1-363
ADRB2,P07550,1GQ4,A,409-413
ADRB2,P07550,2R4R,A,1-365
ADRB2,P07550,2R4S,A,24-365
ADRB2,P07550,2RH1,A,"1-230, A=263-365"
ADRB2,P07550,3D4S,A,"1-230, A=263-348"
ADRB2,P07550,3KJ6,A,2-365
ADRB2,P07550,3NY8,A,"1-230, A=263-348"
ADRB2,P07550,3NY9,A,"1-230, A=263-348"
ADRB2,P07550,3NYA,A,"1-230, A=263-348"
ADRB2,P07550,3P0G,A,"1-230, A=263-365"
ADRB2,P07550,3PDS,A,"25-230, A=264-348"
ADRB2,P07550,3SN6,R,29-365
ADRB2,P07550,4GBR,A,29-365
ADRB2,P07550,4LDE,A,29-348
ADRB2,P07550,4LDL,A,29-348
ADRB2,P07550,4LDO,A,29-348
ADRB2,P07550,4QKX,A,29-348
ADRB2,P07550,5D5A,A,"1-230, A=263-365"
ADRB2,P07550,5D5B,A,"1-230, A=263-365"
ADRB2,P07550,5D6L,A,"1-223, A=264-365"
ADRB2,P07550,5JQH,A/B,30-348
ADRB2,P07550,5X7D,A,"1-230, A=264-365"
ADRB2,P07550,6E67,A/B,"1-232, A/B=268-365"
ADRB2,P07550,6KR8,A,25-350
ADRB2,P07550,6MXT,A,29-365
ADRB2,P07550,6N48,A,29-348
ADRB2,P07550,6NI3,R,29-341
ADRB2,P07550,6OBA,A,"1-230, A=264-365"
ADRB2,P07550,6PRZ,A,"1-230, A=264-348"
ADRB2,P07550,6PS0,A,"1-230, A=264-348"
ADRB2,P07550,6PS1,A,"1-230, A=264-348"
ADRB2,P07550,6PS2,A,"1-230, A=264-348"
ADRB2,P07550,6PS3,A,"1-230, A=264-348"
ADRB2,P07550,6PS4,A,"1-230, A=264-348"
ADRB2,P07550,6PS5,A,"1-230, A=264-348"
ADRB2,P07550,6PS6,A,"1-230, A=264-348"
ADRB2,P07550,7BZ2,R,1-348
ADRB2,P07550,7DHI,R,1-348
ADRB2,P07550,7DHR,R,1-348
ADRB2,P07550,7XK9,A,29-348
ADRB2,P07550,7XKA,A,29-348
ADRB2,P07550,8GDZ,R,1-413
ADRB2,P07550,8GE1,R,1-413
ADRB2,P07550,8GE2,R,1-413
ADRB2,P07550,8GE3,R,1-413
ADRB2,P07550,8GE4,R,1-413
ADRB2,P07550,8GE5,R,1-413
ADRB2,P07550,8GE6,R,1-413
ADRB2,P07550,8GE7,R,1-413
ADRB2,P07550,8GE8,R,1-413
ADRB2,P07550,8GE9,R,1-413
ADRB2,P07550,8GEA,R,1-413
ADRB2,P07550,8GEB,R,1-413
ADRB2,P07550,8GEC,R,1-413
ADRB2,P07550,8GED,R,1-413
ADRB2,P07550,8GEE,R,1-413
ADRB2,P07550,8GEF,R,1-413
ADRB2,P07550,8GEG,R,1-413
ADRB2,P07550,8GEH,R,1-413
ADRB2,P07550,8GEI,R,1-413
ADRB2,P07550,8GEJ,R,1-413
ADRB2,P07550,8GFV,R,1-413
ADRB2,P07550,8GFW,R,1-413
ADRB2,P07550,8GFX,R,1-413
ADRB2,P07550,8GFY,R,1-413
ADRB2,P07550,8GFZ,R,1-413
ADRB2,P07550,8GG0,R,1-413
ADRB2,P07550,8GG1,R,1-413
ADRB2,P07550,8GG2,R,1-413
ADRB2,P07550,8GG3,R,1-413
ADRB2,P07550,8GG4,R,1-413
ADRB2,P07550,8GG5,R,1-413
ADRB2,P07550,8GG6,R,1-413
ADRB2,P07550,8GG7,R,1-413
ADRB2,P07550,8GG8,R,1-413
ADRB2,P07550,8GG9,R,1-413
ADRB2,P07550,8GGA,R,1-413
ADRB2,P07550,8GGB,R,1-413
ADRB2,P07550,8GGC,R,1-413
ADRB2,P07550,8GGE,R,1-413
ADRB2,P07550,8GGF,R,1-413
ADRB2,P07550,8GGI,R,1-413
ADRB2,P07550,8GGJ,R,1-413
ADRB2,P07550,8GGK,R,1-413
ADRB2,P07550,8GGL,R,1-413
ADRB2,P07550,8GGM,R,1-413
ADRB2,P07550,8GGN,R,1-413
ADRB2,P07550,8GGO,R,1-413
ADRB2,P07550,8GGP,R,1-413
ADRB2,P07550,8GGQ,R,1-413
ADRB2,P07550,8GGR,R,1-413
ADRB2,P07550,8GGS,R,1-413
ADRB2,P07550,8GGT,R,1-413
ADRB2,P07550,8GGU,R,1-413
ADRB2,P07550,8GGV,R,1-413
ADRB2,P07550,8GGW,R,1-413
ADRB2,P07550,8GGX,R,1-413
ADRB2,P07550,8GGY,R,1-413
ADRB2,P07550,8GGZ,R,1-413
ADRB2,P07550,8GH0,R,1-413
ADRB2,P07550,8GH1,R,1-413
ADRB2,P07550,8JJ8,F,"29-230, F=263-340"
ADRB2,P07550,8JJL,A,"29-230, A=263-340"
ADRB2,P07550,8JJO,F,29-340
ADRB2,P07550,8UHB,A,1-30
ADRB2,P07550,8UNL,R,1-413
ADRB2,P07550,8UNM,R,1-413
ADRB2,P07550,8UNN,R,1-413
ADRB2,P07550,8UNO,R,1-413
ADRB2,P07550,8UNP,R,1-413
ADRB2,P07550,8UNQ,R,1-413
ADRB2,P07550,8UNR,R,1-413
ADRB2,P07550,8UNS,R,1-413
ADRB2,P07550,8UNT,R,1-413
ADRB2,P07550,8UNU,R,1-413
ADRB2,P07550,8UNV,R,1-413
ADRB2,P07550,8UNW,R,1-413
ADRB2,P07550,8UNX,R,1-413
ADRB2,P07550,8UNY,R,1-413
ADRB2,P07550,8UNZ,R,1-413
ADRB2,P07550,8UO0,R,1-413
ADRB2,P07550,8UO1,R,1-413
ADRB2,P07550,8UO2,R,1-413
ADRB2,P07550,8UO3,R,1-413
ADRB2,P07550,8UO4,R,1-413
ADRB2,P07550,8W1V,A/B,1-365
ADRB2,P07550,8ZBE,A,"1-24, A=385-400"
ADRB2,P07550,8ZCJ,G,"1-24, G=385-400"
ADRB2,P07550,9CHU,A,"29-230, A=263-336"
ADRB2,P07550,9CHV,A,"29-230, A=263-354"
ADRB2,P07550,9CHX,A,"29-230, A=263-354"
ADSL,P30566,2J91,A/B/C/D,1-481
ADSL,P30566,2VD6,A/B/C/D,1-481
ADSL,P30566,4FFX,A/B/C/D,1-484
ADSL,P30566,4FLC,A/B/C/D,1-484
ADSS,P30520,2V40,A,21-456
AFG3L2,Q9Y4W6,2LNA,A,164-251
AFG3L2,Q9Y4W6,6NYY,A/B/C/D/E/F,272-797
AGTR1,P30556,4YAY,A,2-319
AGTR1,P30556,4ZUD,A,2-315
AGTR1,P30556,6DO1,A/B,2-319
AGTR1,P30556,6OS0,A,2-319
AGTR1,P30556,6OS1,A,2-319
AGTR1,P30556,6OS2,A,2-319
AGTR2,P50052,5UNF,A/B,35-335
AGTR2,P50052,5UNG,B,35-335
AGTR2,P50052,5UNH,A/B,35-335
AGTR2,P50052,5XJM,A,"35-242, A=246-346"
AGTR2,P50052,6JOD,A,35-346
AGTR2,P50052,7C6A,A,"35-242, A=246-346"
AGTR2,P50052,7JNI,A/B,35-335
AHCY,P23526,1A7A,A/B,1-432
AHCY,P23526,1LI4,A,1-432
AHCY,P23526,3NJ4,A/B/C/D,1-432
AHCY,P23526,4PFJ,A/B,1-432
AHCY,P23526,4PGF,A/B,1-432
AHCY,P23526,4YVF,A/B,1-432
AHCY,P23526,5W49,A/B,4-432
AHCY,P23526,5W4B,A/B/C/D/E/F,4-432
AHCYL1,O43865,3MTG,A/B,89-530
AHCYL2,Q96HN2,3GVP,A/B/C/D,175-607
AIF1,P55008,2D58,A,17-123
AIF1,P55008,2G2B,A,2-147
AIFM1,O95831,1M6I,A,121-613
AIFM1,O95831,4BUR,A/B/C/D,103-613
AIFM1,O95831,4BV6,A,121-613
AIFM1,O95831,4FDC,B,103-613
AIFM1,O95831,4LII,A,100-611
AIFM1,O95831,5FMH,A,104-613
AIFM1,O95831,5FS6,A/B,103-613
AIFM1,O95831,5FS7,A/B,103-613
AIFM1,O95831,5FS8,A,103-613
AIFM1,O95831,5FS9,A/B,103-613
AIFM1,O95831,5KVH,A/B,78-613
AIFM1,O95831,5KVI,A,78-613
AIFM1,O95831,8D3E,A/B,78-613
AIFM1,O95831,8D3G,A/B,78-613
AIFM1,O95831,8D3H,A/B,78-613
AIFM1,O95831,8D3I,A/B,78-613
AIFM1,O95831,8D3J,A/B,78-613
AIFM1,O95831,8D3K,A/B,78-613
AIFM1,O95831,8D3N,A/B,78-613
AIFM1,O95831,8D3O,A/B,78-613
AIFM1,O95831,8VGY,A/C,104-613
AIFM3,Q96NN9,5O9V,C/D,2-9
AIFM3,Q96NN9,6QRM,C/D,2-11
AIFM3,Q96NN9,6SJZ,E/F,2-9
AIFM3,Q96NN9,6SK3,C/D,2-9
AIFM3,Q96NN9,6SK8,C/D,2-9
AIFM3,Q96NN9,6SKJ,C/D,2-9
AK1,P00568,1Z83,A/B/C,1-193
AK1,P00568,2C95,A/B,1-193
AK1,P00568,7DE3,A,1-194
